%OpenBCI Raw EEG Data
%Number of channels = 8
%Sample Rate = 250 Hz
%Board = OpenBCI_GUI$BoardCytonSerial
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Other, Other, Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Timestamp (Formatted)
179.0, -11245.2294921875, 22472.62109375, -13708.3916015625, 135852.640625, -187500.015625, -139369.421875, -187500.015625, -187500.015625, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6137594429618733E9, 2021-02-19 16:30:42.961
226.0, -11087.0009765625, 22380.912109375, -13788.1201171875, 135827.171875, -187500.015625, -138142.453125, -187500.015625, -187500.015625, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6137594429618783E9, 2021-02-19 16:30:42.961
30.0, -11547.4921875, 22661.181640625, -13504.4091796875, 136195.28125, -187500.015625, -139759.015625, -187500.015625, -187500.015625, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6137594429618833E9, 2021-02-19 16:30:42.961
87.0, -11062.3251953125, 22437.373046875, -13716.3935546875, 136054.328125, -187500.015625, -137088.03125, -187500.015625, -187500.015625, -0.12000000476837158, -0.6260000467300415, 0.7700000405311584, 192.0, 252.0, 64.0, 236.0, 112.0, 24.0, 16.0, 0.0, 0.0, 0.0, 1.613759442961888E9, 2021-02-19 16:30:42.961
88.0, -11426.3232421875, 22632.212890625, -13529.353515625, 136239.625, -187500.015625, -137856.5625, -187500.015625, -187500.015625, -0.12000000476837158, -0.6260000467300415, 0.7700000405311584, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.613759442961892E9, 2021-02-19 16:30:42.961
89.0, -11436.6943359375, 22700.7890625, -13460.0859375, 136318.28125, -187500.015625, -138986.65625, -187500.015625, -187500.015625, -0.12000000476837158, -0.6260000467300415, 0.7700000405311584, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.613759442961897E9, 2021-02-19 16:30:42.961
90.0, -11134.744140625, 22541.419921875, -13617.2412109375, 136168.078125, -187500.015625, -138359.234375, -187500.015625, -187500.015625, -0.12000000476837158, -0.6260000467300415, 0.7700000405311584, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6137594429619012E9, 2021-02-19 16:30:42.961
91.0, -11030.294921875, 22442.4921875, -13717.2431640625, 136064.515625, -187500.015625, -137100.765625, -187500.015625, -187500.015625, -0.12000000476837158, -0.6260000467300415, 0.7700000405311584, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.613759442961906E9, 2021-02-19 16:30:42.961
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.12000000476837158, -0.6260000467300415, 0.7700000405311584, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6137594431891074E9, 2021-02-19 16:30:43.189
1.0, -12187.19921875, 18037.58984375, -14994.0185546875, 134151.609375, -187500.015625, -123277.4453125, -187500.015625, -187500.015625, -0.12400000542402267, -0.6340000033378601, 0.7680000066757202, 192.0, 252.0, 32.0, 236.0, 48.0, 24.0, 0.0, 0.0, 0.0, 0.0, 1.6137594431942303E9, 2021-02-19 16:30:43.194
