# OpenSignals Text File Format
# {"20:18:08:08:01:67":{"sensor":["RAW"],"device name":"20:18:08:08:01:67","column":["nSeq","I1","I2","O1","O2","A1"],"sync interval":2,"time":"13:38:23","comments":"","device connection":"BTH20:18:08:08:01:67","channels":[1],"date":"2021-01-29","mode":0,"digital IO":[0,0,1,1],"firmware version":0,"device":"bitalino_rev","position":0,"sampling rate":1000,"label":["A1"],"resolution":[10],"special":[{}]}}
# EndOfHeader
0	0	0	0	0	508
1	0	0	0	0	507
2	0	0	0	0	509
3	0	0	0	0	507
4	0	0	0	0	507
5	0	0	0	0	507
6	0	0	0	0	506
7	0	0	0	0	505
8	0	0	0	0	506
9	0	0	0	0	505
10	0	0	0	0	508
11	0	0	0	0	508
12	0	0	0	0	510
13	0	0	0	0	512
14	0	0	0	0	512
15	0	0	0	0	508
0	0	0	0	0	505
1	0	0	0	0	505
2	0	0	0	0	505
3	0	0	0	0	506
4	0	0	0	0	505
5	0	0	0	0	504
6	0	0	0	0	506
7	0	0	0	0	508
8	0	0	0	0	507
9	0	0	0	0	508
10	0	0	0	0	507
11	0	0	0	0	507
12	0	0	0	0	505
13	0	0	0	0	505
14	0	0	0	0	509
15	0	0	0	0	509
0	0	0	0	0	507
1	0	0	0	0	508
2	0	0	0	0	508
3	0	0	0	0	508
4	0	0	0	0	506
5	0	0	0	0	507
6	0	0	0	0	503
7	0	0	0	0	504
8	0	0	0	0	507
9	0	0	0	0	506
10	0	0	0	0	507
11	0	0	0	0	508
12	0	0	0	0	510
13	0	0	0	0	507
14	0	0	0	0	508
15	0	0	0	0	509
0	0	0	0	0	509
1	0	0	0	0	508
2	0	0	0	0	508
3	0	0	0	0	507
4	0	0	0	0	508
5	0	0	0	0	507
6	0	0	0	0	509
7	0	0	0	0	506
8	0	0	0	0	506
9	0	0	0	0	505
10	0	0	0	0	505
11	0	0	0	0	507
12	0	0	0	0	509
13	0	0	0	0	505
14	0	0	0	0	508
15	0	0	0	0	510
0	0	0	0	0	510
1	0	0	0	0	507
2	0	0	0	0	509
3	0	0	0	0	508
4	0	0	0	0	507
5	0	0	0	0	508
6	0	0	0	0	507
7	0	0	0	0	505
8	0	0	0	0	507
9	0	0	0	0	507
10	0	0	0	0	507
11	0	0	0	0	507
12	0	0	0	0	507
13	0	0	0	0	508
14	0	0	0	0	505
15	0	0	0	0	507
0	0	0	0	0	508
1	0	0	0	0	508
2	0	0	0	0	509
3	0	0	0	0	507
4	0	0	0	0	509
5	0	0	0	0	508
6	0	0	0	0	506
7	0	0	0	0	507
8	0	0	0	0	505
9	0	0	0	0	507
10	0	0	0	0	507
11	0	0	0	0	508
12	0	0	0	0	506
13	0	0	0	0	507
14	0	0	0	0	508
15	0	0	0	0	506
0	0	0	0	0	506
1	0	0	0	0	508
2	0	0	0	0	509
3	0	0	0	0	505
4	0	0	0	0	507
5	0	0	0	0	506
6	0	0	0	0	508
7	0	0	0	0	506
8	0	0	0	0	507
9	0	0	0	0	509
10	0	0	0	0	508
11	0	0	0	0	508
12	0	0	0	0	508
13	0	0	0	0	508
14	0	0	0	0	509
15	0	0	0	0	509
0	0	0	0	0	508
1	0	0	0	0	506
2	0	0	0	0	506
3	0	0	0	0	505
4	0	0	0	0	508
5	0	0	0	0	507
6	0	0	0	0	508
7	0	0	0	0	507
8	0	0	0	0	506
9	0	0	0	0	504
10	0	0	0	0	503
11	0	0	0	0	505
12	0	0	0	0	507
13	0	0	0	0	506
